CN-kod,Beskrivning_final,Tullsats
70052180,"Flytglas och annat planglas utan trådinlägg, ytslipat eller ytpolerat, genomfärgat, opaliserat, försett med överfång eller underfång eller enbart ytslipat, men inte bearbetat på annat sätt, med en tjocklek av > 4,5 mm (exkl. med ett absorberande, reflekterande eller icke-reflekterande skikt)",25%
70071910,"Säkerhetsglas, härdat, emaljerat",10%
70071920,"Säkerhetsglas, härdat, genomfärgat, opaliserat, även försett med överfång eller underfång eller med absorberande eller reflekterande skikt (exkl. av sådan storlek och form som gör glaset lämpligt för montering i fordon, luftfartyg, rymdfarkoster eller fartyg samt glasögon- och urglas)",10%
70071980,"Säkerhetsglas, härdat (exkl. emaljerat, genomfärgat, opaliserat, även försett med överfång eller underfång eller med absorberande eller reflekterande skikt eller av sådan storlek och form som gör glaset lämpligt för montering i fordon, luftfartyg, rymdfarkoster eller fartyg samt glasögon- och urglas)",10%
70072120,"Säkerhetsglas, laminerat av sådan storlek och form som gör glaset lämpligt för montering i motorfordon (exkl. flerväggiga isolerrutor)",10%
70072180,"Säkerhetsglas, laminerat av sådan storlek och form som gör glaset lämpligt för montering i luftfartyg, rymdfarkoster eller fartyg (exkl. till motorfordon samt flerväggiga isolerrutor)",10%
70072900,"Säkerhetsglas, laminerat (exkl. av sådan storlek och form som gör glaset lämpligt för montering i fordon, luftfartyg, rymdfarkoster eller fartyg samt flerväggiga isolerrutor)",10%
70091000,"Backspeglar för fordon, av glas, även inramade",25%
70099100,"Speglar av glas, oinramade (exkl. backspeglar för fordon, optiskt bearbetade speglar samt speglar som är > 100 år gamla)",10%
70132810,"Dricksglas på fot, framställda för hand (exkl. av blykristall samt av glaskeramiskt material)",10%
70132890,"Dricksglas på fot, maskinellt framställda (exkl. av blykristall samt av glaskeramiskt material)",10%
71023100,"Diamanter, obearbetade eller enkelt sågade, kluvna eller avjämnade (exkl. industridiamanter)",10%
71131100,"Smycken och delar till sådana varor, av silver, även med överdrag av annan ädel metall (exkl. antikviteter)",25%
71131900,"Smycken och delar till sådana varor, av ädel metall, även med överdrag av annan ädel metall (exkl. smycken och delar av sådana varor av silver samt antikviteter)",25%
71132000,"Smycken och delar till sådana varor, av oädel metall med plätering av ädel metall (exkl. antikviteter)",25%
72101220,"Vitplåt, av järn eller olegerat stål, med en bredd av >= 600 mm och med en tjocklek av < 0,5 mm, överdragna med tenn, dock inte pläterade [täckta med ett lager metall som innehåller >= 97 viktprocent tenn], inte vidare bearbetad än ytbehandlad",25%
72101280,"Valsade platta produkter av järn eller olegerat stål, med en bredd av >= 600 mm, överdragna med tenn, dock inte pläterade, med en tjocklek av < 0,5 mm (exkl. vitplåt)",25%
72191210,"Valsade platta produkter av rostfritt stål, med en bredd av >= 600 mm, varmvalsade men inte vidare bearbetade, i ringar eller rullar, med en tjocklek av >= 4,75 mm men <= 10 mm och innehållande >= 2,5 viktprocent nickel",25%
72191290,"Valsade platta produkter av rostfritt stål, med en bredd av >= 600 mm, varmvalsade men inte vidare bearbetade, i ringar eller rullar, med en tjocklek av >= 4,75 mm men <= 10 mm och innehållande < 2,5 viktprocent nickel",25%
72191310,"Valsade platta produkter av rostfritt stål, med en bredd av >= 600 mm, varmvalsade men inte vidare bearbetade, i ringar eller rullar, med en tjocklek av >= 3 mm men < 4,75 mm och innehållande >= 2,5 viktprocent nickel",25%
72191390,"Valsade platta produkter av rostfritt stål, med en bredd av >= 600 mm, varmvalsade men inte vidare bearbetade, i ringar eller rullar, med en tjocklek av >= 3 mm men < 4,75 mm och innehållande < 2,5 viktprocent nickel",25%
72193210,"Valsade platta produkter av rostfritt stål, med en bredd av >= 600 mm, kallvalsade men inte vidare bearbetade, med en tjocklek av >= 3 mm men < 4,75 mm och innehållande >= 2,5 viktprocent nickel",25%
72193290,"Valsade platta produkter av rostfritt stål, med en bredd av >= 600 mm, kallvalsade men inte vidare bearbetade, med en tjocklek av >= 3 mm men < 4,75 mm och innehållande < 2,5 viktprocent nickel",25%
72193310,"Valsade platta produkter av rostfritt stål, med en bredd av >= 600 mm, kallvalsade men inte vidare bearbetade, med en tjocklek av > 1 mm men < 3 mm och innehållande >= 2,5 viktprocent nickel",25%
72193390,"Valsade platta produkter av rostfritt stål, med en bredd av >= 600 mm, kallvalsade men inte vidare bearbetade, med en tjocklek av > 1 mm men < 3 mm och innehållande < 2,5 viktprocent nickel",25%
72193410,"Valsade platta produkter av rostfritt stål, med en bredd av >= 600 mm, kallvalsade men inte vidare bearbetade, med en tjocklek av >= 0,5 mm men <= 1 mm och innehållande >= 2,5 viktprocent nickel",25%
72193490,"Valsade platta produkter av rostfritt stål, med en bredd av >= 600 mm, kallvalsade men inte vidare bearbetade, med en tjocklek av >= 0,5 mm men <= 1 mm och innehållande < 2,5 viktprocent nickel",25%
72193590,"Valsade platta produkter av rostfritt stål, med en bredd av >= 600 mm, kallvalsade men inte vidare bearbetade, med en tjocklek av < 0,5 mm och innehållande < 2,5 viktprocent nickel",25%
72222011,"Stång av rostfritt stål, tillformad eller färdigbehandlad i kallt tillstånd men inte vidare bearbetad, med runt tvärsnitt, med en diameter av >= 80 mm och innehållande >= 2,5 viktprocent nickel",25%
72222021,"Stång av rostfritt stål, tillformad eller färdigbehandlad i kallt tillstånd men inte vidare bearbetad, med runt tvärsnitt, med en diameter av >= 25 mm men < 80 mm och innehållande >= 2,5 viktprocent nickel",25%
72222029,"Stång av rostfritt stål, tillformad eller färdigbehandlad i kallt tillstånd men inte vidare bearbetad, med runt tvärsnitt, med en diameter av >= 25 mm men < 80 mm och innehållande < 2,5 viktprocent nickel",25%
72222031,"Stång av rostfritt stål, tillformad eller färdigbehandlad i kallt tillstånd men inte vidare bearbetad, med runt tvärsnitt, med en diameter av < 25 mm och innehållande >= 2,5 viktprocent nickel",25%
72222081,"Stång av rostfritt stål, tillformad eller färdigbehandlad i kallt tillstånd men inte vidare bearbetad, innehållande >= 2,5 viktprocent nickel (exkl. med runt tvärsnitt)",25%
72222089,"Stång av rostfritt stål, tillformad eller färdigbehandlad i kallt tillstånd men inte vidare bearbetad, innehållande < 2,5 viktprocent nickel (exkl. med runt tvärsnitt)",25%
72224010,"Profiler av rostfritt stål, varmvalsade, varmdragna eller strängpressade men inte vidare bearbetade",25%
72224050,"Profiler av rostfritt stål, tillformade eller färdigbehandlade i kallt tillstånd men inte vidare bearbetade",25%
72224090,"Profiler av rostfritt stål, behandlade i kallt tillstånd och ytterligare bearbetade, enbart smidda, eller smidda eller på annat sätt värmebehandlade och ytterligare bearbetade",25%
72230011,"Tråd av rostfritt stål, i ringar eller på spolar, innehållande >= 28 men <= 31 viktprocent nickel och >= 20 men <= 22 viktprocent krom",25%
72230019,"Tråd av rostfritt stål, i ringar eller på spolar, innehållande >= 2,5 viktprocent nickel (exkl. innehållande >= 28 men <= 31 viktprocent nickel och >= 20 men <= 22 viktprocent krom)",25%
72230091,"Tråd av rostfritt stål, i ringar eller på spolar, innehållande >= 13 men <= 25 viktprocent krom och >= 3,5 men <= 6 viktprocent aluminium",25%
72269200,"Valsade platta produkter av legerat stål, med en bredd av < 600 mm, kallvalsade men inte vidare bearbetade (exkl. av rostfritt stål, snabbstål eller av kisellegerat stål för elektriskt ändamål)",25%
72283020,"Stång av verktygsstål, varmvalsad, varmdragen eller varmsträngpressad men inte vidare bearbetad",25%
72283041,"Stång av stål innehållande >= 0,9 men <= 1,15 viktprocent kol, >= 0,5 men <= 2 viktprocent krom och <= 0,5 viktprocent molybden, varmvalsad, varmdragen eller varmsträngpressad men inte vidare bearbetad, med cirkulärt tvärsnitt med en diameter av >= 80 mm",25%
72283049,"Stång av stål innehållande >= 0,9 men <= 1,15 viktprocent kol, >= 0,5 men <= 2 viktprocent krom och <= 0,5 viktprocent molybden, varmvalsad, varmdragen eller varmsträngpressad men inte vidare bearbetad (exkl. med runt tvärsnitt med en diameter av >= 80 mm)",25%
72283061,"Stång av legerat stål, varmvalsad, varmdragen eller varmsträngpressad men inte vidare bearbetad, med runt tvärsnitt med en diameter av >= 80 mm (exkl. av rostfritt stål, snabbstål, kiselmanganstål eller verktygsstål samt varor enligt nr 72283041)",25%
72283069,"Stång av legerat stål, varmvalsad, varmdragen eller varmsträngpressad men inte vidare bearbetad, med runt tvärsnitt, med en diameter av < 80 mm (exkl. av rostfritt stål, snabbstål, kiselmanganstål eller verktygsstål och varor enligt nr 72283049)",25%
72283070,"Stång av legerat stål, med rektangulärt tvärsnitt, varmvalsad på fyra ytor (exkl. av rostfritt stål, snabbstål, kiselmanganstål eller verktygsstål, med kvadratiskt tvärsnitt samt varor enligt nr 72283049)",25%
72283089,"Stång av legerat stål, varmvalsad, varmdragen eller varmsträngpressad (exkl. med runt eller rektangulärt tvärsnitt, valsad på fyra ytor och varor av rostfritt stål, snabbstål, kiselmanganstål eller verktygsstål samt varor enligt nr 72283049)",25%
72285020,"Stång av verktygsstål, tillformad eller färdigbehandlad i kallt tillstånd, men inte vidare bearbetad",25%
72285040,"Stång av stål, tillformad eller färdigbehandlad i kallt tillstånd, men inte vidare bearbetad, innehållande >= 0,9 men <= 1,15 viktprocent kol, >= 0,5 men <= 2 viktprocent krom och <= 0,5 viktprocent molybden",25%
72285061,"Stång av legerat stål, tillformad eller färdigbehandlad i kallt tillstånd, men inte vidare bearbetad, med runt tvärsnitt, med en diameter av >= 80 mm (exkl. av rostfritt stål, snabbstål, kiselmanganstål eller verktygsstål samt varor enligt nr 7228.50.40)",25%
72285069,"Stång av legerat stål, tillformad eller färdigbehandlad i kallt tillstånd, men inte vidare bearbetad, med runt tvärsnitt, med en diameter av < 80 mm (exkl. av rostfritt stål, snabbstål, kiselmanganstål eller verktygsstål samt varor enligt nr 7228.50.40)",25%
72285080,"Stång av legerat stål, tillformad eller färdigbehandlad i kallt tillstånd, men inte vidare bearbetad (exkl. stång med tvärsnitt samt stång av rostfritt stål, snabbstål, kiselmanganstål eller verktygsstål och varor enligt nr 7228.50.40)",25%
72299020,"Tråd av snabbstål, i ringar eller rullar",25%
72299050,"Tråd av stål innehållande >= 0,9 men <= 1,15 viktprocent kol, >= 0,5 men <=2 viktprocent krom och <=0,5 viktprocent molybden, i ringar eller rullar",25%
72299090,"Tråd av legerat stål, i ringar eller rullar (exkl. av rostfritt stål samt av snabbstål eller av kiselmanganstål och tråd enligt nr 7229.90.50)",25%
73012000,"Profiler framställda genom svetsning, av järn eller stål",25%
73043120,"Precisionsrör, sömlösa, med runt tvärsnitt, av järn eller olegerat stål, kalldragna eller kallvalsade (exkl. rör av sådana slag som används till olje- eller gasledningar ""pipelines"" eller vid borrning efter olja eller gas)",25%
73043180,"Rör, sömlösa, med runt tvärsnitt, av järn eller olegerat stål, kalldragna eller kallvalsade (exkl. av gjutjärn samt rör av sådana slag som används till olje- eller gasledningar ""pipelines"" eller vid borrning efter olja eller gas samt precisionsrör)",25%
73044100,"Rör, sömlösa, med runt tvärsnitt, av rostfritt stål, kalldragna eller kallvalsade (exkl. rör av sådana slag som används till olje- och gasledningar ""pipelines"" eller vid borrning efter olja eller gas)",25%
73063012,"Precisionsrör, svetsade, med runt tvärsnitt, av järn eller olegerat stål, kalldragna eller kallvalsade ""kallreducerade""",25%
73063018,"Precisionsrör, svetsade, med runt tvärsnitt, av järn eller olegerat stål (exkl. kalldragna eller kallvalsade)",25%
73063041,"Rör avsedda för gängning, svetsade, med runt tvärsnitt, av järn eller olegerat stål, överdragna med zink",25%
73063049,"Rör avsedda för gängning, svetsade, med runt tvärsnitt, av järn eller olegerat stål (exkl. överdragna med zink)",25%
73063072,"Rör, svetsade, med runt tvärsnitt, av järn eller olegerat stål, med en ytterdiameter av <= 168,3 mm, överdragna med zink (exkl. rör av sådana slag som används till olje- eller gasledningar ""pipelines"" eller vid borrning efter olja eller gas samt precisionsrör och rör avsedda för gängning)",25%
73063077,"Rör, svetsade, med runt tvärsnitt, av järn eller olegerat stål, med en ytterdiameter av <= 168,3 mm (exkl. överdragna med zink eller rör av sådana slag som används till olje- eller gasledningar ""pipelines"" eller vid borrning av olja eller gas samt precisionsrör och rör avsedda för gängning)",25%
73063080,"Rör, svetsade, med runt tvärsnitt, av järn eller stål, med en ytterdiameter av > 168,3 mm men <= 406,4 mm (exkl. rör av sådana slag som används till olje- eller gasledningar ""pipelines"" eller vid borrning efter olja eller gas samt precisionsrör och rör avsedda för gängning)",25%
73064020,"Rör, svetsade, med runt tvärsnitt, av rostfritt stål, kalldragna eller kallvalsade (exkl. rör med runt inre och yttre tvärsnitt, med en ytterdiameter av > 406,4 mm samt rör av sådana slag som används till olje- eller gasledningar ""pipelines"", eller vid borrning av olja eller gas)",25%
73064080,"Rör, svetsade, med runt tvärsnitt, av rostfritt stål (exkl. kalldragna eller kallvalsade, rör med runt inre och yttre tvärsnitt, med en ytterdiameter av > 406,4 mm samt rör av sådana slag som används till olje- eller gasledningar ""pipelines"" eller vid borrning efter olja eller gas)",25%
73071110,"Rördelar, gjutna av icke-aducerat gjutjärn, av sådana slag som används i tryckrör",25%
73071190,"Rördelar, gjutna av icke-aducerat gjutjärn (exkl. av sådana slag som används i tryckrör)",25%
73071910,"Rördelar, gjutna, av gjutjärn (exkl. av icke aducerat gjutjärn)",25%
