Datum;Skolenhetskod;Skolenhetsnamn;Status;Huvudman_PeOrgNr;Huvudman_Namn;Huvudman_Typ;Skolenhet_ValidFrom;Rektorsnamn;Startdatum;Nedlaggningsdatum;AntalElever
2025-01-20;88712672;Söraskolan;Aktiv;2120002890;ÖSTERÅKERS KOMMUN;Kommun;2023-12-18;Irene Georgellis;2013-10-01;;580
2025-01-20;15392571;Kommunal vuxenutbildning;Aktiv;2120002528;ÖSTERSUNDS KOMMUN;Kommun;2023-04-18;Magnus Andersson;2013-10-01;;
2025-01-20;74902204;Gumaeliusskolan;Aktiv;2120001967;ÖREBRO KOMMUN;Kommun;2024-04-10;Chris Gelinder;2013-10-01;;720
2025-01-20;28743952;Svågadalens skola;Aktiv;2120002379;HUDIKSVALLS KOMMUN;Kommun;2023-05-04;Fredrik Röjd;2013-10-01;;20
2025-01-20;28770304;Agnesfrids gymnasium;Aktiv;2120001124;MALMÖ KOMMUN;Kommun;2023-06-20;Jonas Kristiansson;2015-01-01;;210
2025-01-20;29124453;Nyhamre skola F-6;Aktiv;2120002361;BOLLNÄS KOMMUN;Kommun;2023-05-23;Marie Andersson;2013-10-01;;310
2025-01-20;54555485;Ribersborgsskolan;Aktiv;2120001124;MALMÖ KOMMUN;Kommun;2023-01-31;Ann-Karoline Bengtsson Fredholm;2013-10-01;;470
2025-01-20;66634449;Vittra Jakobsberg;Aktiv;5564586716;Vittraskolorna AB;Enskild;2023-06-13;Shaadia Lindfors;2013-10-01;;370
2025-01-20;73255943;Liatorps skola;Aktiv;2120000647;ÄLMHULTS KOMMUN;Kommun;2024-06-10;Lena Andersson;2013-10-01;;40
2025-01-20;93625542;Diö skola;Aktiv;2120000647;ÄLMHULTS KOMMUN;Kommun;2024-06-10;Lena Andersson;2013-10-01;;130
2025-01-20;28661237;Norrevångsskolan F-6;Aktiv;2120001173;ESLÖVS KOMMUN;Kommun;2024-05-22;Anna Merkel Möller;2013-10-01;;370
2025-01-20;78918091;Kyrkskolan;Aktiv;2120000118;TÄBY KOMMUN;Kommun;2023-05-31;Anna Ronquist;2013-10-01;;320
2025-01-20;18339846;Pitholmsskolan 7-9;Aktiv;2120002759;PITEÅ KOMMUN;Kommun;2023-05-23;Christoffer Backlund;2013-10-01;;230
2025-01-20;69993304;Solanderskolan;Aktiv;2120002759;PITEÅ KOMMUN;Kommun;2023-05-23;Mathias Lindmark;2014-07-03;;280
2025-01-20;85082785;Stenkulaskolan;Aktiv;2120001124;MALMÖ KOMMUN;Kommun;2023-01-31;Tomas Strand;2013-10-01;;440
2025-01-20;44392995;Nicolaiskolan;Aktiv;2120001157;HELSINGBORGS KOMMUN;Kommun;2024-06-14;Cecilia Nilsson;2013-10-01;;610
2025-01-20;98541468;Peabskolan Malmö;Aktiv;5564427432;Peabskolan AB;Enskild;2023-05-26;Nicklas Lundgren;2013-10-01;;100
2025-01-20;63542436;Sätunaskolan;Aktiv;2120000225;SIGTUNA KOMMUN;Kommun;2023-04-28;Anneli Hultin;2013-10-01;;290
2025-01-20;78231062;S:t Petri skola;Aktiv;2120001124;MALMÖ KOMMUN;Kommun;2023-06-21;Eva Daun;2013-10-01;;850
2025-01-20;17441553;Kulladalsskolan;Aktiv;2120001124;MALMÖ KOMMUN;Kommun;2023-01-31;Anette Olsson;2013-10-01;;460
2025-01-20;80678068;Victoriaskolan;Aktiv;7696043608;TYSKA SKOLAN GÖTEBORG EK. FÖR.;Enskild;2024-05-27;Julieta Lodeiro;2013-10-01;;450
2025-01-20;98816098;Sverigefinska sk. i Eskilstuna;Aktiv;8180013396;STIFTELSEN SVERIGEFINSKA SKOLAN I E-TUNA /ERK/;Enskild;2023-03-28;Hanna Valldén;2013-10-01;;70
2025-01-20;94943347;S:t Eriks Katolska Skola;Aktiv;8572015595;STIFTELSEN S:T ERIKS KATOLSKA SKOLA;Enskild;2024-05-24;Mats Hansén;2013-10-01;;200
2025-01-20;24429776;Klinteskolan;Aktiv;2120000803;REGION GOTLAND;Kommun;2024-01-04;Jessica Nilsson;2013-10-01;;280
2025-01-20;51545844;Långseruds Friskola;Aktiv;7696212575;Långseruds Friskola ekonomisk förening;Enskild;2023-06-08;Susanne Wall;2013-10-01;;30
2025-01-20;40579483;British Junior Primary, Eskilstuna;Aktiv;5567516389;British Schools AB;Enskild;2023-03-27;Åsa Ekholm;2013-10-01;;530
2025-01-20;44240250;Nifsarpsskolan fri;Aktiv;5565848537;Eksjö Fordonsutbildning AB;Enskild;2023-06-19;Sofia Arebo;2013-10-01;;240
2025-01-20;96622957;Backeboskolan;Aktiv;7164221470;Backeboskolan ekonomisk förening;Enskild;2024-05-15;Jessica Grandin;2013-10-01;;150
2025-01-20;56737496;Ållebergsgymnasiet B;Aktiv;2120001744;FALKÖPINGS KOMMUN;Kommun;2023-12-19;Harriet Nilsson;2013-10-01;;300
2025-01-20;50048111;British Junior Secondary, Eskilstuna;Aktiv;5567516389;British Schools AB;Enskild;2023-03-27;Åsa Ekholm;2013-10-01;;270
2025-01-20;18952472;Prolympia, Sundsvall;Aktiv;5566577705;ULNO AB;Enskild;2023-12-04;Jenny Lagerqvist;2013-10-01;;280
2025-01-20;76981284;Ferlinskolan;Aktiv;2120001876;FILIPSTADS KOMMUN;Kommun;2024-05-16;Gun Palmqvist;2013-10-01;;280
2025-01-20;83025413;Kvistbergsskolan;Aktiv;2120001777;TORSBY KOMMUN;Kommun;2023-12-01;Madelene Cicek;2013-10-01;;120
2025-01-20;42202683;Kungsholmens friskola;Aktiv;7164221421;KUNGSHOLMENS FRISKOLA EKONOMISK FÖRENING;Enskild;2024-05-15;Cecilia Ulvegård;2013-10-01;;120
2025-01-20;24194577;Ekebyholmsskolan, gy;Aktiv;5562512425;EKEBYHOLMSSKOLAN AKTIEBOLAG;Enskild;2023-05-09;Thore Karlsson;2013-10-01;;20
2025-01-20;98239828;Ekebyholmsskolan, gr;Aktiv;5562512425;EKEBYHOLMSSKOLAN AKTIEBOLAG;Enskild;2023-05-09;Thore Karlsson;2013-10-01;;220
2025-01-20;40386043;Tumba gymnasium;Aktiv;2120002882;BOTKYRKA KOMMUN;Kommun;2024-06-03;Alf Solander;2013-10-01;;1340
2025-01-20;59234401;Prästängsskolan;Aktiv;2120000639;ALVESTA KOMMUN;Kommun;2023-12-15;Linda Holmer;2013-10-01;;370
2025-01-20;80072686;Montessoriskolan Pärlan;Aktiv;5565933503;MONTESSORISKOLAN I SKENE AKTIEBOLAG;Enskild;2023-03-27;Johan Nydewall;2013-10-01;;90
2025-01-20;46707989;Katedralskolan 1;Aktiv;2120000662;VÄXJÖ KOMMUN;Kommun;2024-08-22;Fredrik Abrahamsson;2013-10-01;;360
2025-01-20;44836298;Sigfridsborgs skola;Aktiv;2120000167;NACKA KOMMUN;Kommun;2024-06-12;Anne Sjö;2013-10-01;;660
2025-01-20;16969143;Hagnässkolan;Aktiv;2120000100;UPPLANDS-BRO KOMMUN;Kommun;2024-05-28;Malin Jansson Lundberg;2013-10-01;;450
2025-01-20;24606968;Härneviskolan;Aktiv;2120000100;UPPLANDS-BRO KOMMUN;Kommun;2023-01-19;Susanne Jonsson;2013-10-01;;350
2025-01-20;16185651;Lorensborgsskolan;Aktiv;2120001124;MALMÖ KOMMUN;Kommun;2023-01-31;Jenny Zander;2013-10-01;;280
2025-01-20;13329040;Gemla skola;Aktiv;2120000662;VÄXJÖ KOMMUN;Kommun;2024-08-22;Magnus Elmqvist;2013-10-01;;180
2025-01-20;16554575;Sven Eriksonsgymnasiet B;Aktiv;2120001561;BORÅS KOMMUN;Kommun;2023-03-14;John Murray;2013-10-01;;210
2025-01-20;81237364;Ulriksbergskolan;Aktiv;2120000662;VÄXJÖ KOMMUN;Kommun;2024-08-14;Camilla Lauring;2013-10-01;;250
2025-01-20;60462003;Vuxenutbildning/SFI;Aktiv;2120002056;KUNGSÖRS KOMMUN;Kommun;2024-05-02;Kristin Fernerud;2013-10-01;;
2025-01-20;64800703;Manar Al-Houda Sv-arab.skola;Aktiv;8176031253;LYRANS LÄROVERK;Enskild;2024-06-10;Martin Runtorp;2013-10-01;;110
2025-01-20;24403363;Central Insamlingsenhet Enskild verksamhet;Aktiv;2120001132;LUNDS KOMMUN;Kommun;2021-03-16;Vakant;2013-10-01;;
2025-01-20;23152826;Central Insamlingsenhet, Kommunal verksamhet;Aktiv;2120001132;LUNDS KOMMUN;Kommun;2016-12-19;Vakant;2013-10-14;;
2025-01-20;28301176;Nordalsskolan;Aktiv;2120001488;MELLERUDS KOMMUN;Kommun;2023-06-08;Camilla Berglöv Hermansson;2013-10-01;;250
2025-01-20;53764779;Rådaskolan;Aktiv;2120001488;MELLERUDS KOMMUN;Kommun;2024-05-20;Robert Olsson;2013-10-01;;320
2025-01-20;85051905;Glasbruksskolan;Aktiv;2120001124;MALMÖ KOMMUN;Kommun;2023-01-31;Marie Cederborg;2014-02-04;;490
2025-01-20;95992977;Kungsörs Gymnasium;Aktiv;2120002056;KUNGSÖRS KOMMUN;Kommun;2024-06-12;Kristin Fernerud;2016-01-01;;20
2025-01-20;48438396;Sannarpsgymnasiet 3;Aktiv;2120001215;HALMSTADS KOMMUN;Kommun;2023-06-08;Håkan Klarén;2013-10-01;;230
2025-01-20;44868721;Möllebacksskolan M;Vilande;2120000852;SÖLVESBORGS KOMMUN;Kommun;2016-02-22;Susanne Thorén;2014-07-04;2016-02-22;
2025-01-20;77537602;Hudikskolan 7-9;Aktiv;5592976954;Hudikskolan AB;Enskild;2024-08-21;Jonas Winder;2016-02-25;;210
2025-01-20;77894796;Hudikskolan F-6;Aktiv;5592976954;Hudikskolan AB;Enskild;2024-08-21;Lena Lingman;2016-02-25;;130
2025-01-20;74513000;Vuxenutbildningen Komvux;Vilande;2120000019;UPPLANDS VÄSBY KOMMUN;Kommun;2016-03-29;Stefan Quas;2016-03-01;2016-03-29;
2025-01-20;80131736;Norrsätraskolan;Aktiv;2120002346;SANDVIKENS KOMMUN;Kommun;2023-06-08;Lena Seydlitz;2013-10-01;;530
2025-01-20;57121161;Sandtorpsskolan 2;Vilande;2120000456;NORRKÖPINGS KOMMUN;Kommun;2016-04-01;Annika Berlin Svensson;2013-10-01;2016-04-01;
2025-01-20;92538683;Ekhagaskolan;Vilande;2120001363;MÖLNDALS KOMMUN;Kommun;2016-06-30;Tibor Ragnmark;2013-10-01;2016-06-30;
2025-01-20;34605382;Lendahlsskolan F;Vilande;2120001553;ALINGSÅS KOMMUN;Kommun;2016-05-20;Annelie Cronstam;2013-10-01;2016-04-01;
2025-01-20;92508420;Vuxenutbildningen, SFI, särvux RO 16;Aktiv;2220003111;Hälsinglands Utbildningsförbund;Kommun;2023-12-15;Lena Åslund Lööf;2013-10-01;;
2025-01-20;29052042;CFL SFI, vårdvux, RO14;Aktiv;2220003111;Hälsinglands Utbildningsförbund;Kommun;2023-12-15;Cecilia Torstensson;2013-10-01;;
2025-01-20;90312942;Staffangymnasiet RO7;Aktiv;2220003111;Hälsinglands Utbildningsförbund;Kommun;2023-12-15;Fredrik Lindkvist;2013-10-01;;370
2025-01-20;52024359;Komvux, särvux RO12;Aktiv;2220003111;Hälsinglands Utbildningsförbund;Kommun;2023-12-15;Anders Danielsson Lans;2013-10-01;;
2025-01-20;10293256;Komvux, SFI, RO13;Aktiv;2220003111;Hälsinglands Utbildningsförbund;Kommun;2023-12-15;Eva Björklin;2013-10-01;;
2025-01-20;88148293;Lindholmens tekniska gymnasium 8;Vilande;2120001355;GÖTEBORGS KOMMUN;Kommun;2016-07-01;Viktor Tyrberg;2016-01-01;2016-07-01;
2025-01-20;72998905;Angeredsgymnasiet 1;Aktiv;2120001355;GÖTEBORGS KOMMUN;Kommun;2024-12-16;Agneta Wessman Alsin;2013-10-01;;250
2025-01-20;99918090;Skinteboskolan;Vilande;2120001355;GÖTEBORGS KOMMUN;Kommun;2016-06-30;Marie Ahlén;2013-10-01;2016-06-30;
2025-01-20;53993567;Internationella Engelska Skolan Umeå;Aktiv;5564624368;Internationella Engelska Skolan i Sverige AB;Enskild;2023-06-14;Robb Cayford;2015-08-03;;440
2025-01-20;37648787;Stålvallaskolan;Aktiv;2120001876;FILIPSTADS KOMMUN;Kommun;2024-05-16;Leif Hansson;2013-10-01;;100
2025-01-20;87243457;Nordmarks skola;Aktiv;2120001876;FILIPSTADS KOMMUN;Kommun;2023-12-18;Leif Hansson;2013-10-01;;30
2025-01-20;20930818;Centralskolan Hoting;Aktiv;2120002486;STRÖMSUNDS KOMMUN;Kommun;2023-03-29;Viktoria Kärnlund;2013-10-01;;110
2025-01-20;92795907;Kyrktåsjö skola;Aktiv;2120002486;STRÖMSUNDS KOMMUN;Kommun;2023-03-29;Viktoria Kärnlund;2013-10-01;;20
2025-01-20;90124360;Bergundaskolan;Vilande;2120000662;VÄXJÖ KOMMUN;Kommun;2016-07-31;Annika Ericsson;2014-08-01;2016-07-31;
2025-01-20;36690072;Alterdalens skola;Vilande;2120002759;PITEÅ KOMMUN;Kommun;2016-06-30;Lena Lidström;2013-10-01;2016-06-30;
2025-01-20;64778400;Sollebrunns skola F-6;Vilande;2120001553;ALINGSÅS KOMMUN;Kommun;2016-08-01;Maria Bella Eriksson;2013-10-01;2016-08-01;
2025-01-20;95878068;Vågbroskolan;Vilande;2120002353;SÖDERHAMNS KOMMUN;Kommun;2016-07-31;John Hjalmarsson;2013-10-01;2016-07-31;
2025-01-20;41028102;Waldorfbarnträdgården Solvinden;Aktiv;8450033645;WALDORFBARNTRÄDGÅRDEN SOLVINDEN;Enskild;2023-08-28;Nina Bohman;2016-06-13;;
2025-01-20;12926770;Einar Hansengymnasiet;Aktiv;8450003481;FOLKUNIVERSITETET STIFTELSEN KURS- VERKSAMHETEN VID LUNDS UNIVERSITET;Enskild;2023-06-19;Johan Holgersson;2013-10-01;;240
2025-01-20;55052496;Lyckåkerskolan;Aktiv;2120000803;REGION GOTLAND;Kommun;2024-01-04;Ann-Kristin Munter;2013-10-01;;120
2025-01-20;70119254;Peabskolan Solna;Aktiv;5564427432;Peabskolan AB;Enskild;2023-05-26;Katarina Lindeman Andersson;2013-10-01;;80
2025-01-20;73190753;Risbergska gymnasiet;Vilande;2120001967;ÖREBRO KOMMUN;Kommun;2016-07-01;Åke Johansson;2013-10-01;2016-07-01;
2025-01-20;51643587;Uddevalla gymnasieskola, Agneberg HU;Vilande;2120001397;UDDEVALLA KOMMUN;Kommun;2016-06-30;Cecilia Kjerstadius;2013-10-01;2016-06-30;
2025-01-20;31288135;Lillåns Södra skola;Aktiv;2120001967;ÖREBRO KOMMUN;Kommun;2023-06-01;Catharina Skyllberg;2013-10-01;;230
2025-01-20;56083984;Västerviks gymnasium Ro 3 S;Vilande;2120000779;VÄSTERVIKS KOMMUN;Kommun;2016-07-31;Pontus Larsson;2013-10-01;2016-07-31;
2025-01-20;90260899;Rudbecksgymnasiet 1;Aktiv;2120001736;TIDAHOLMS KOMMUN;Kommun;2024-08-20;Daniel Larsson;2013-10-01;;220
2025-01-20;82224915;Skolgårda skola 7-9;Aktiv;2120002817;MOTALA KOMMUN;Kommun;2023-12-04;Annelie Linnér;2013-10-01;;320
2025-01-20;78731821;Skolgårda skola F-6;Aktiv;2120002817;MOTALA KOMMUN;Kommun;2023-12-04;Linda Hellberg;2013-10-01;;330
2025-01-20;70165577;Yttermalungs skola;Vilande;2120002148;MALUNG-SÄLENS KOMMUN;Kommun;2016-08-01;Kaan Abrahamsson;2013-10-01;2016-08-01;
2025-01-20;99153989;Öje skola;Vilande;2120002148;MALUNG-SÄLENS KOMMUN;Kommun;2016-08-01;Anna Kyhlberg;2013-10-01;2016-08-01;
2025-01-20;96036089;Gunnerud skola;Vilande;2120001769;EDA KOMMUN;Kommun;2016-06-16;Thea Kristiansson;2013-10-01;2016-06-10;
2025-01-20;52904254;Bergsnässkolan;Aktiv;2120002262;AVESTA KOMMUN;Kommun;2023-05-19;Johan Lindström;2013-10-01;;260
2025-01-20;77815944;Fredrika Bremergymnasiet Fredrik;Vilande;2120000084;HANINGE KOMMUN;Kommun;2016-06-30;Robert Aspfors;2013-10-01;2016-06-30;
2025-01-20;28750488;Rätans skola;Aktiv;2120002502;BERGS KOMMUN;Kommun;2023-06-07;Marie Löfhaugen;2013-10-01;;30
2025-01-20;90462401;Klövsjö skola;Aktiv;2120002502;BERGS KOMMUN;Kommun;2023-06-07;Marie Löfhaugen;2013-10-01;;30
2025-01-20;10035236;Söderbymalmsskolan;Aktiv;2120000084;HANINGE KOMMUN;Kommun;2024-08-29;Therese Gärde;2013-10-01;;520
2025-01-20;68169402;Kyrkskolan F-6;Vilande;2120000985;HÄSSLEHOLMS KOMMUN;Kommun;2016-11-29;Carola Krantz;2013-10-01;2016-07-31;
2025-01-20;26959521;Ljungdalaskolan sär;Vilande;2120000985;HÄSSLEHOLMS KOMMUN;Kommun;2016-07-31;Joakim Ask;2013-10-01;2016-07-31;
2025-01-20;57850353;Sverigefinska skolan, Botkyrka;Aktiv;5565721247;SVERIGEFINSKA SKOLAN I BOTKYRKA AKTIEBOLAG;Enskild;2023-05-30;Susanna Viinikka;2013-10-01;;90
2025-01-20;35035671;Åkrahällskolan Akra01;Aktiv;2120000753;NYBRO KOMMUN;Kommun;2024-09-09;Helén Fredriksson;2013-10-01;;90
2025-01-20;69136482;Finningeskolan;Aktiv;2120000365;STRÄNGNÄS KOMMUN;Kommun;2024-09-30;Carina Tinker;2013-10-01;;270
2025-01-20;40423210;Hultsbergsskolan 9-9;Vilande;2120001850;KARLSTADS KOMMUN;Kommun;2016-06-17;Maria Skoogh;2016-06-17;2016-06-17;
2025-01-20;15037421;Hultsbergsskolan F-4;Vilande;2120001850;KARLSTADS KOMMUN;Kommun;2016-06-17;Christer Falkmar;2016-06-17;2016-06-17;
2025-01-20;22807677;Näsbydalskolan;Aktiv;2120000118;TÄBY KOMMUN;Kommun;2023-05-31;Susanne Heljestrand;2013-10-01;;320
2025-01-20;26734780;Hersby gymnasium NATEIM;Vilande;2120000191;LIDINGÖ KOMMUN;Kommun;2016-07-01;Christer Yllner;2013-10-01;2016-07-01;
2025-01-20;82593738;Annelundsskolan;Aktiv;2120001058;KÄVLINGE KOMMUN;Kommun;2023-04-11;Charlotta Nilsson Lilius;2013-10-01;;150
2025-01-20;24502019;Fridhemsgymnasiet SI;Vilande;2120002627;UMEÅ KOMMUN;Kommun;2016-09-30;Anna Sundelin;2013-10-01;2016-09-30;
2025-01-20;27489137;Elteknikbranschens gymnasium;Aktiv;5567106637;Elteknikbranschens Gymnasium i Nyköping AB;Enskild;2024-05-16;Pontus Viklund;2013-10-01;;90
2025-01-20;89876778;Augustenborgsskolan;Aktiv;2120001124;MALMÖ KOMMUN;Kommun;2023-01-31;Ulrika Prössel-Ericsson;2013-10-01;;570
2025-01-20;89860200;Öreryds skola;Vilande;2120000514;GISLAVEDS KOMMUN;Kommun;2016-06-30;Yvonn Asp;2013-10-01;2016-06-30;
2025-01-20;94555983;Särgrundskola;Vilande;2120002601;VILHELMINA KOMMUN;Kommun;2016-06-22;Lena Olofsson;2014-08-25;2016-06-22;
2025-01-20;53175499;Tyska skolan;Aktiv;8020056530;TYSKA SKOLFÖRENINGEN;Enskild;2023-05-22;Matthias Peters;2013-10-01;;110
2025-01-20;97922212;Korsavadsskolan 4-6;Vilande;2120000969;SIMRISHAMNS KOMMUN;Kommun;2016-07-31;Katrin Österberg;2014-08-18;2016-07-31;
2025-01-20;47450374;Herrängs skola;Vilande;2120000217;NORRTÄLJE KOMMUN;Kommun;2016-06-30;Maria Källmark Molitor;2013-10-01;2016-06-30;
2025-01-20;40374839;Närtuna skola;Vilande;2120000217;NORRTÄLJE KOMMUN;Kommun;2016-06-30;Niclas Gustafsson;2013-10-01;2016-06-30;
2025-01-20;21035388;Singö skola;Vilande;2120000217;NORRTÄLJE KOMMUN;Kommun;2016-06-30;Gisela Axell;2013-10-01;2016-06-30;
2025-01-20;98041227;Per Olsskolan;Aktiv;2120002106;FAGERSTA KOMMUN;Kommun;2023-03-27;Kerstin Bergström-Bylund;2013-10-01;;290
2025-01-20;82471875;Älvdalsskolan;Aktiv;2120001108;HÖRBY KOMMUN;Kommun;2023-05-22;Anna Åberg;2013-10-01;;210
2025-01-20;67661912;Gyttorps skola;Aktiv;2120002007;NORA KOMMUN;Kommun;2023-06-16;Peter Nilsson;2013-10-01;;100
2025-01-20;63261847;KomVux Nora;Aktiv;2120002007;NORA KOMMUN;Kommun;2023-06-16;Claes Dyst;2013-10-01;;
2025-01-20;79268061;KomVux Nora, SFI;Aktiv;2120002007;NORA KOMMUN;Kommun;2023-06-16;Claes Dyst;2013-10-01;;
2025-01-20;17172958;KomVux Nora, särvux;Aktiv;2120002007;NORA KOMMUN;Kommun;2023-06-16;Claes Dyst;2013-10-01;;
2025-01-20;33979629;Lärkesskolan;Aktiv;2120002007;NORA KOMMUN;Kommun;2023-06-16;Peter Nilsson;2013-10-01;;170
2025-01-20;56858061;Söderby friskola;Aktiv;7696016117;SÖDERBY FRISKOLA EKONOMISK FÖRENING;Enskild;2024-06-14;Elena Entrena Alge;2013-10-01;;240
2025-01-20;43549980;Näsums skola;Aktiv;2120000894;BROMÖLLA KOMMUN;Kommun;2023-03-28;Johan Rubin;2013-10-01;;110
2025-01-20;96156589;Framtidsgymnasiet i Västerås;Vilande;5564781606;Praktiska Utbildning AB;Enskild;2016-06-30;Peter Haglund;2013-10-01;2016-01-01;
2025-01-20;75565366;Myrstugubergets Friskola;Aktiv;5562177500;Mybe AB;Enskild;2024-06-12;Kristina Ståhl;2013-10-01;;100
2025-01-20;77379848;Årjängs gymnasieskola;Aktiv;2120001835;ÅRJÄNGS KOMMUN;Kommun;2023-12-01;Ane Skoland;2013-10-01;;50
2025-01-20;32148182;Årjängs gymnasieskola vuxenutb;Aktiv;2120001835;ÅRJÄNGS KOMMUN;Kommun;2023-12-01;Ane Skoland;2013-10-01;;
2025-01-20;53479006;Årjängs gymnasieskola, SFI;Aktiv;2120001835;ÅRJÄNGS KOMMUN;Kommun;2023-12-01;Ane Skoland;2013-10-01;;
2025-01-20;55163663;Alvikenskolan;Aktiv;2120000894;BROMÖLLA KOMMUN;Kommun;2023-03-28;Maria Eriksson;2013-10-01;;350
2025-01-20;35773667;Fjällsta skola;Vilande;2120002460;BRÄCKE KOMMUN;Kommun;2016-07-01;Jonas Tagesson;2013-10-01;2016-06-13;
2025-01-20;71472793;Bryggeriets Gymnasium;Aktiv;8465017070;BRYGGERIETS BILDNINGS BYRÅ (BBB);Enskild;2024-05-03;Marie Svensson;2013-10-01;;170
2025-01-20;29262102;Södra Skolan;Aktiv;2120001827;GRUMS KOMMUN;Kommun;2024-06-12;Susanne Marklund;2013-10-01;;200
2025-01-20;82183259;Nya Läroverket;Aktiv;5566677927;Nya läroverket Luleå AB;Enskild;2023-03-29;Catharina Nordtröm;2013-10-01;;400
2025-01-20;25110768;Östervåla skola F-6;Aktiv;2120002049;HEBY KOMMUN;Kommun;2023-12-01;Lena Wiik;2013-10-01;;220
2025-01-20;95046058;Mega Musik gymnasium;Aktiv;5565956553;MEGA MUSIK GYMNASIESKOLA AB;Enskild;2023-03-28;Cornelia Nyström;2013-10-01;;140
2025-01-20;60281362;Fränstaskolan;Vilande;2120002387;ÅNGE KOMMUN;Kommun;2016-07-04;Roger Jagebo;2014-08-20;2016-06-09;
2025-01-20;63682476;Grantomta Montessoriskola;Aktiv;8140009518;GRANTOMTA MONTESSORISTIFTELSE;Enskild;2023-05-22;Titti Janewret;2013-10-01;;150
2025-01-20;36374693;Heby skola 7-9;Aktiv;2120002049;HEBY KOMMUN;Kommun;2023-12-01;Inger Sandberg;2013-10-01;;270
2025-01-20;10455110;Knippla skola;Vilande;2120001280;ÖCKERÖ KOMMUN;Kommun;2016-07-11;Carolina Persson;2013-10-01;2016-06-30;
2025-01-20;96138660;Grytnäs friskola;Aktiv;2520047560;Avesta-Grytnäs pastorat;Enskild;2023-07-13;Carina Bergström;2013-10-01;;120
2025-01-20;31894674;Haganässkolan;Aktiv;2120000936;ÅSTORPS KOMMUN;Kommun;2023-10-12;Per-Johan Flenner;2013-10-01;;230
2025-01-20;73867676;Rågenskolan;Aktiv;2120000936;ÅSTORPS KOMMUN;Kommun;2023-12-01;Per-Johan Flenner;2013-10-01;;240
2025-01-20;28184857;Lundaskolan;Aktiv;5564840238;SÖDER TRIADEN SKOLOR AKTIEBOLAG;Enskild;2016-07-22;Gunnel Johansson;2013-10-01;;60
2025-01-20;28438233;Nya Rydsskolan 7-9;Vilande;2120000449;LINKÖPINGS KOMMUN;Kommun;2016-08-09;Anders Ekelund;2013-10-01;2016-08-09;
2025-01-20;69901106;Kungsbergsskolan 7-9;Vilande;2120000449;LINKÖPINGS KOMMUN;Kommun;2016-08-09;Cecilia Persson;2013-10-01;2016-08-09;
2025-01-20;41720926;Sjöstadens Friskola;Vilande;5567357362;Förskolan i Gertrudsvik AB;Enskild;2016-08-15;Helena Wikström;2013-10-01;2016-07-15;
2025-01-20;79048710;Erlaskolan i Katrineholm;Vilande;5565715892;Lärande i Sverige AB;Enskild;2016-08-15;Lars Wessman;2013-10-01;2016-06-30;
2025-01-20;66644468;Hjortmosseskolan 7-9;Vilande;2120001546;TROLLHÄTTANS KOMMUN;Kommun;2016-08-15;Martin Engman;2013-10-01;2016-07-01;
2025-01-20;77954455;Skogshöjdens skola 3-9;Vilande;2120001546;TROLLHÄTTANS KOMMUN;Kommun;2016-08-15;Oscar Semb;2013-10-01;2016-07-01;
2025-01-20;88608081;Dalkjusan F-2;Vilande;2120001546;TROLLHÄTTANS KOMMUN;Kommun;2016-08-15;Lisbeth Johansson;2013-10-01;2016-07-01;
2025-01-20;41183880;Näslundskolan;Aktiv;2120002064;HALLSTAHAMMARS KOMMUN;Kommun;2024-06-10;Ylva Lindberg;2013-10-01;;150
2025-01-20;83875884;Resursskola, Häverö;Vilande;2120000217;NORRTÄLJE KOMMUN;Kommun;2016-08-16;Cecilia Eriksson;2013-10-01;2016-08-01;
2025-01-20;50223700;Brunnsboskolan F-3;Vilande;2120001355;GÖTEBORGS KOMMUN;Kommun;2016-08-18;Anna Koppfeldt-Sandström;2016-07-01;2016-07-01;
2025-01-20;49916815;Brunnsboskolan 4-6;Vilande;2120001355;GÖTEBORGS KOMMUN;Kommun;2016-08-18;Ing-Marie Christenson;2016-07-01;2016-07-01;
2025-01-20;49569682;Brunnsboskolan 6-9;Vilande;2120001355;GÖTEBORGS KOMMUN;Kommun;2016-08-18;Lars Ljungberg;2016-07-01;2016-07-01;
2025-01-20;19837528;Grundskolan Landningsbanan;Vilande;2120000662;VÄXJÖ KOMMUN;Kommun;2016-08-18;Kristina Hedenfalk;2016-01-01;2016-08-01;
2025-01-20;92965381;Slottegymnasiet 2;Vilande;2120002320;LJUSDALS KOMMUN;Kommun;2016-08-18;Stig Martinsson;2013-10-01;2016-08-18;
2025-01-20;25017223;Extern sfi;Vilande;2120000449;LINKÖPINGS KOMMUN;Kommun;2016-08-19;Sehaveta Kaniza;2013-10-01;2016-08-01;
2025-01-20;29942638;Almaskolan Syd;Vilande;5569224610;Almaskolan AB;Enskild;2016-08-19;Vakant;2016-08-01;2016-08-19;
2025-01-20;30503822;KLöxhultsskolan 1;Vilande;2120000647;ÄLMHULTS KOMMUN;Kommun;2016-08-22;Andreas Burander;2016-08-22;2016-08-22;
2025-01-20;28627819;Hvitfeldtska gymnasiet 4;Aktiv;2120001355;GÖTEBORGS KOMMUN;Kommun;2023-06-09;Lasse Keybets;2013-10-01;;470
2025-01-20;55545825;Granbergsskolan 7-9;Vilande;2120002361;BOLLNÄS KOMMUN;Kommun;2016-08-22;Mats Hedberg;2013-10-01;2016-08-22;
