"Uudenmaan väestö äidinkielen, sukupuolen ja iän mukaan 31.12."

"Uppgifter","Språk","Kön","Ålder","2023"
"Vantaa","Totalt","Män","Yli 85-vuotiaat",1295
"Vantaa","Totalt","Kvinnor","Väestö yhteensä",122252
"Vantaa","Totalt","Kvinnor","0-6-vuotiaat",8885
"Vantaa","Totalt","Kvinnor","7-12-vuotiaat",8122
"Vantaa","Totalt","Kvinnor","13-15-vuotiaat",4123
"Vantaa","Totalt","Kvinnor","16-18-vuotiaat",4177
"Vantaa","Totalt","Kvinnor","19-vuotiaat",1466
"Vantaa","Totalt","Kvinnor","20-29-vuotiaat",15792
"Vantaa","Totalt","Kvinnor","30-39-vuotiaat",19397
"Vantaa","Totalt","Kvinnor","40-49-vuotiaat",16800
"Vantaa","Totalt","Kvinnor","50-64-vuotiaat",21163
"Vantaa","Totalt","Kvinnor","65-74-vuotiaat",11364
"Vantaa","Totalt","Kvinnor","75-84-vuotiaat",8252
"Vantaa","Totalt","Kvinnor","Yli 65-vuotiaat",22327
"Vantaa","Totalt","Kvinnor","Yli 75-vuotiaat",10963
"Vantaa","Totalt","Kvinnor","Yli 85-vuotiaat",2711
"Vantaa","Suomi ja saame","Totalt","Väestö yhteensä",175471
"Vantaa","Suomi ja saame","Totalt","0-6-vuotiaat",11303
"Vantaa","Suomi ja saame","Totalt","7-12-vuotiaat",10839
"Vantaa","Suomi ja saame","Totalt","13-15-vuotiaat",6102
"Vantaa","Suomi ja saame","Totalt","16-18-vuotiaat",5876
"Vantaa","Suomi ja saame","Totalt","19-vuotiaat",2046
"Vantaa","Suomi ja saame","Totalt","20-29-vuotiaat",21701
"Vantaa","Suomi ja saame","Totalt","30-39-vuotiaat",25126
"Vantaa","Suomi ja saame","Totalt","40-49-vuotiaat",23815
"Vantaa","Suomi ja saame","Totalt","50-64-vuotiaat",33623
"Vantaa","Suomi ja saame","Totalt","65-74-vuotiaat",18325
"Vantaa","Suomi ja saame","Totalt","75-84-vuotiaat",12981
"Vantaa","Suomi ja saame","Totalt","Yli 65-vuotiaat",35040
"Vantaa","Suomi ja saame","Totalt","Yli 75-vuotiaat",16715
"Vantaa","Suomi ja saame","Totalt","Yli 85-vuotiaat",3734
"Vantaa","Suomi ja saame","Män","Väestö yhteensä",86445
"Vantaa","Suomi ja saame","Män","0-6-vuotiaat",5760
"Vantaa","Suomi ja saame","Män","7-12-vuotiaat",5635
"Vantaa","Suomi ja saame","Män","13-15-vuotiaat",3188
"Vantaa","Suomi ja saame","Män","16-18-vuotiaat",2934
"Vantaa","Suomi ja saame","Män","19-vuotiaat",1005
"Vantaa","Suomi ja saame","Män","20-29-vuotiaat",11101
"Vantaa","Suomi ja saame","Män","30-39-vuotiaat",13059
"Vantaa","Suomi ja saame","Män","40-49-vuotiaat",12248
"Vantaa","Suomi ja saame","Män","50-64-vuotiaat",16805
"Vantaa","Suomi ja saame","Män","65-74-vuotiaat",8186
"Vantaa","Suomi ja saame","Män","75-84-vuotiaat",5313
"Vantaa","Suomi ja saame","Män","Yli 65-vuotiaat",14710
"Vantaa","Suomi ja saame","Män","Yli 75-vuotiaat",6524
"Vantaa","Suomi ja saame","Män","Yli 85-vuotiaat",1211
"Vantaa","Suomi ja saame","Kvinnor","Väestö yhteensä",89026
"Vantaa","Suomi ja saame","Kvinnor","0-6-vuotiaat",5543
"Vantaa","Suomi ja saame","Kvinnor","7-12-vuotiaat",5204
"Vantaa","Suomi ja saame","Kvinnor","13-15-vuotiaat",2914
"Vantaa","Suomi ja saame","Kvinnor","16-18-vuotiaat",2942
"Vantaa","Suomi ja saame","Kvinnor","19-vuotiaat",1041
"Vantaa","Suomi ja saame","Kvinnor","20-29-vuotiaat",10600
"Vantaa","Suomi ja saame","Kvinnor","30-39-vuotiaat",12067
"Vantaa","Suomi ja saame","Kvinnor","40-49-vuotiaat",11567
"Vantaa","Suomi ja saame","Kvinnor","50-64-vuotiaat",16818
"Vantaa","Suomi ja saame","Kvinnor","65-74-vuotiaat",10139
"Vantaa","Suomi ja saame","Kvinnor","75-84-vuotiaat",7668
"Vantaa","Suomi ja saame","Kvinnor","Yli 65-vuotiaat",20330
"Vantaa","Suomi ja saame","Kvinnor","Yli 75-vuotiaat",10191
"Vantaa","Suomi ja saame","Kvinnor","Yli 85-vuotiaat",2523
"Vantaa","Ruotsi","Totalt","Väestö yhteensä",5386
"Vantaa","Ruotsi","Totalt","0-6-vuotiaat",413
"Vantaa","Ruotsi","Totalt","7-12-vuotiaat",376
"Vantaa","Ruotsi","Totalt","13-15-vuotiaat",192
"Vantaa","Ruotsi","Totalt","16-18-vuotiaat",185
"Vantaa","Ruotsi","Totalt","19-vuotiaat",63
"Vantaa","Ruotsi","Totalt","20-29-vuotiaat",565
"Vantaa","Ruotsi","Totalt","30-39-vuotiaat",626
"Vantaa","Ruotsi","Totalt","40-49-vuotiaat",594
"Vantaa","Ruotsi","Totalt","50-64-vuotiaat",924
"Vantaa","Ruotsi","Totalt","65-74-vuotiaat",611
"Vantaa","Ruotsi","Totalt","75-84-vuotiaat",671
"Vantaa","Ruotsi","Totalt","Yli 65-vuotiaat",1448
"Vantaa","Ruotsi","Totalt","Yli 75-vuotiaat",837
"Vantaa","Ruotsi","Totalt","Yli 85-vuotiaat",166
"Vantaa","Ruotsi","Män","Väestö yhteensä",2727
"Vantaa","Ruotsi","Män","0-6-vuotiaat",207
"Vantaa","Ruotsi","Män","7-12-vuotiaat",186
"Vantaa","Ruotsi","Män","13-15-vuotiaat",106
"Vantaa","Ruotsi","Män","16-18-vuotiaat",104
"Vantaa","Ruotsi","Män","19-vuotiaat",31
"Vantaa","Ruotsi","Män","20-29-vuotiaat",248
"Vantaa","Ruotsi","Män","30-39-vuotiaat",341
"Vantaa","Ruotsi","Män","40-49-vuotiaat",327
"Vantaa","Ruotsi","Män","50-64-vuotiaat",481
"Vantaa","Ruotsi","Män","65-74-vuotiaat",317
"Vantaa","Ruotsi","Män","75-84-vuotiaat",324
"Vantaa","Ruotsi","Män","Yli 65-vuotiaat",696
"Vantaa","Ruotsi","Män","Yli 75-vuotiaat",379
"Vantaa","Ruotsi","Män","Yli 85-vuotiaat",55
"Vantaa","Ruotsi","Kvinnor","Väestö yhteensä",2659
"Vantaa","Ruotsi","Kvinnor","0-6-vuotiaat",206
"Vantaa","Ruotsi","Kvinnor","7-12-vuotiaat",190
"Vantaa","Ruotsi","Kvinnor","13-15-vuotiaat",86
"Vantaa","Ruotsi","Kvinnor","16-18-vuotiaat",81
"Vantaa","Ruotsi","Kvinnor","19-vuotiaat",32
"Vantaa","Ruotsi","Kvinnor","20-29-vuotiaat",317
"Vantaa","Ruotsi","Kvinnor","30-39-vuotiaat",285
"Vantaa","Ruotsi","Kvinnor","40-49-vuotiaat",267
"Vantaa","Ruotsi","Kvinnor","50-64-vuotiaat",443
"Vantaa","Ruotsi","Kvinnor","65-74-vuotiaat",294
"Vantaa","Ruotsi","Kvinnor","75-84-vuotiaat",347
"Vantaa","Ruotsi","Kvinnor","Yli 65-vuotiaat",752
"Vantaa","Ruotsi","Kvinnor","Yli 75-vuotiaat",458
"Vantaa","Ruotsi","Kvinnor","Yli 85-vuotiaat",111
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Totalt","Väestö yhteensä",66586
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Totalt","0-6-vuotiaat",6306
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Totalt","7-12-vuotiaat",5652
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Totalt","13-15-vuotiaat",2383
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Totalt","16-18-vuotiaat",2393
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Totalt","19-vuotiaat",802
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Totalt","20-29-vuotiaat",10472
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Totalt","30-39-vuotiaat",16418
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Totalt","40-49-vuotiaat",11562
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Totalt","50-64-vuotiaat",8299
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Totalt","65-74-vuotiaat",1760
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Totalt","75-84-vuotiaat",433
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 65-vuotiaat",2299
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 75-vuotiaat",539
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 85-vuotiaat",106
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Män","Väestö yhteensä",36019
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Män","0-6-vuotiaat",3170
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Män","7-12-vuotiaat",2924
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Män","13-15-vuotiaat",1260
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Män","16-18-vuotiaat",1239
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Män","19-vuotiaat",409
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Män","20-29-vuotiaat",5597
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Män","30-39-vuotiaat",9373
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Män","40-49-vuotiaat",6596
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Män","50-64-vuotiaat",4397
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Män","65-74-vuotiaat",829
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Män","75-84-vuotiaat",196
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Män","Yli 65-vuotiaat",1054
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Män","Yli 75-vuotiaat",225
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Män","Yli 85-vuotiaat",29
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Väestö yhteensä",30567
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","0-6-vuotiaat",3136
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","7-12-vuotiaat",2728
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","13-15-vuotiaat",1123
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","16-18-vuotiaat",1154
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","19-vuotiaat",393
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","20-29-vuotiaat",4875
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","30-39-vuotiaat",7045
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","40-49-vuotiaat",4966
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","50-64-vuotiaat",3902
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","65-74-vuotiaat",931
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","75-84-vuotiaat",237
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 65-vuotiaat",1245
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 75-vuotiaat",314
"Vantaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 85-vuotiaat",77
"Kauniainen","Totalt","Totalt","Väestö yhteensä",10270
"Kauniainen","Totalt","Totalt","0-6-vuotiaat",674
"Kauniainen","Totalt","Totalt","7-12-vuotiaat",806
"Kauniainen","Totalt","Totalt","13-15-vuotiaat",461
"Kauniainen","Totalt","Totalt","16-18-vuotiaat",470
"Kauniainen","Totalt","Totalt","19-vuotiaat",135
"Kauniainen","Totalt","Totalt","20-29-vuotiaat",806
"Kauniainen","Totalt","Totalt","30-39-vuotiaat",1063
"Kauniainen","Totalt","Totalt","40-49-vuotiaat",1463
"Kauniainen","Totalt","Totalt","50-64-vuotiaat",2000
"Kauniainen","Totalt","Totalt","65-74-vuotiaat",1007
"Kauniainen","Totalt","Totalt","75-84-vuotiaat",997
"Kauniainen","Totalt","Totalt","Yli 65-vuotiaat",2392
"Kauniainen","Totalt","Totalt","Yli 75-vuotiaat",1385
"Kauniainen","Totalt","Totalt","Yli 85-vuotiaat",388
"Kauniainen","Totalt","Män","Väestö yhteensä",4961
"Kauniainen","Totalt","Män","0-6-vuotiaat",347
"Kauniainen","Totalt","Män","7-12-vuotiaat",390
"Kauniainen","Totalt","Män","13-15-vuotiaat",218
"Kauniainen","Totalt","Män","16-18-vuotiaat",252
"Kauniainen","Totalt","Män","19-vuotiaat",70
"Kauniainen","Totalt","Män","20-29-vuotiaat",410
"Kauniainen","Totalt","Män","30-39-vuotiaat",511
"Kauniainen","Totalt","Män","40-49-vuotiaat",746
"Kauniainen","Totalt","Män","50-64-vuotiaat",969
"Kauniainen","Totalt","Män","65-74-vuotiaat",471
"Kauniainen","Totalt","Män","75-84-vuotiaat",431
"Kauniainen","Totalt","Män","Yli 65-vuotiaat",1048
"Kauniainen","Totalt","Män","Yli 75-vuotiaat",577
"Kauniainen","Totalt","Män","Yli 85-vuotiaat",146
"Kauniainen","Totalt","Kvinnor","Väestö yhteensä",5309
"Kauniainen","Totalt","Kvinnor","0-6-vuotiaat",327
"Kauniainen","Totalt","Kvinnor","7-12-vuotiaat",416
"Kauniainen","Totalt","Kvinnor","13-15-vuotiaat",243
"Kauniainen","Totalt","Kvinnor","16-18-vuotiaat",218
"Kauniainen","Totalt","Kvinnor","19-vuotiaat",65
"Kauniainen","Totalt","Kvinnor","20-29-vuotiaat",396
"Kauniainen","Totalt","Kvinnor","30-39-vuotiaat",552
"Kauniainen","Totalt","Kvinnor","40-49-vuotiaat",717
"Kauniainen","Totalt","Kvinnor","50-64-vuotiaat",1031
"Kauniainen","Totalt","Kvinnor","65-74-vuotiaat",536
"Kauniainen","Totalt","Kvinnor","75-84-vuotiaat",566
"Kauniainen","Totalt","Kvinnor","Yli 65-vuotiaat",1344
"Kauniainen","Totalt","Kvinnor","Yli 75-vuotiaat",808
"Kauniainen","Totalt","Kvinnor","Yli 85-vuotiaat",242
"Kauniainen","Suomi ja saame","Totalt","Väestö yhteensä",6033
"Kauniainen","Suomi ja saame","Totalt","0-6-vuotiaat",351
"Kauniainen","Suomi ja saame","Totalt","7-12-vuotiaat",421
"Kauniainen","Suomi ja saame","Totalt","13-15-vuotiaat",239
"Kauniainen","Suomi ja saame","Totalt","16-18-vuotiaat",237
"Kauniainen","Suomi ja saame","Totalt","19-vuotiaat",66
"Kauniainen","Suomi ja saame","Totalt","20-29-vuotiaat",466
"Kauniainen","Suomi ja saame","Totalt","30-39-vuotiaat",598
"Kauniainen","Suomi ja saame","Totalt","40-49-vuotiaat",883
"Kauniainen","Suomi ja saame","Totalt","50-64-vuotiaat",1292
"Kauniainen","Suomi ja saame","Totalt","65-74-vuotiaat",660
"Kauniainen","Suomi ja saame","Totalt","75-84-vuotiaat",600
"Kauniainen","Suomi ja saame","Totalt","Yli 65-vuotiaat",1480
"Kauniainen","Suomi ja saame","Totalt","Yli 75-vuotiaat",820
"Kauniainen","Suomi ja saame","Totalt","Yli 85-vuotiaat",220
"Kauniainen","Suomi ja saame","Män","Väestö yhteensä",2893
"Kauniainen","Suomi ja saame","Män","0-6-vuotiaat",194
"Kauniainen","Suomi ja saame","Män","7-12-vuotiaat",200
"Kauniainen","Suomi ja saame","Män","13-15-vuotiaat",118
"Kauniainen","Suomi ja saame","Män","16-18-vuotiaat",134
"Kauniainen","Suomi ja saame","Män","19-vuotiaat",31
"Kauniainen","Suomi ja saame","Män","20-29-vuotiaat",236
"Kauniainen","Suomi ja saame","Män","30-39-vuotiaat",284
"Kauniainen","Suomi ja saame","Män","40-49-vuotiaat",430
"Kauniainen","Suomi ja saame","Män","50-64-vuotiaat",625
"Kauniainen","Suomi ja saame","Män","65-74-vuotiaat",302
"Kauniainen","Suomi ja saame","Män","75-84-vuotiaat",256
"Kauniainen","Suomi ja saame","Män","Yli 65-vuotiaat",641
"Kauniainen","Suomi ja saame","Män","Yli 75-vuotiaat",339
"Kauniainen","Suomi ja saame","Män","Yli 85-vuotiaat",83
"Kauniainen","Suomi ja saame","Kvinnor","Väestö yhteensä",3140
"Kauniainen","Suomi ja saame","Kvinnor","0-6-vuotiaat",157
"Kauniainen","Suomi ja saame","Kvinnor","7-12-vuotiaat",221
"Kauniainen","Suomi ja saame","Kvinnor","13-15-vuotiaat",121
"Kauniainen","Suomi ja saame","Kvinnor","16-18-vuotiaat",103
"Kauniainen","Suomi ja saame","Kvinnor","19-vuotiaat",35
"Kauniainen","Suomi ja saame","Kvinnor","20-29-vuotiaat",230
"Kauniainen","Suomi ja saame","Kvinnor","30-39-vuotiaat",314
"Kauniainen","Suomi ja saame","Kvinnor","40-49-vuotiaat",453
"Kauniainen","Suomi ja saame","Kvinnor","50-64-vuotiaat",667
"Kauniainen","Suomi ja saame","Kvinnor","65-74-vuotiaat",358
"Kauniainen","Suomi ja saame","Kvinnor","75-84-vuotiaat",344
"Kauniainen","Suomi ja saame","Kvinnor","Yli 65-vuotiaat",839
"Kauniainen","Suomi ja saame","Kvinnor","Yli 75-vuotiaat",481
"Kauniainen","Suomi ja saame","Kvinnor","Yli 85-vuotiaat",137
"Kauniainen","Ruotsi","Totalt","Väestö yhteensä",3124
"Kauniainen","Ruotsi","Totalt","0-6-vuotiaat",236
"Kauniainen","Ruotsi","Totalt","7-12-vuotiaat",286
"Kauniainen","Ruotsi","Totalt","13-15-vuotiaat",167
"Kauniainen","Ruotsi","Totalt","16-18-vuotiaat",180
"Kauniainen","Ruotsi","Totalt","19-vuotiaat",51
"Kauniainen","Ruotsi","Totalt","20-29-vuotiaat",207
"Kauniainen","Ruotsi","Totalt","30-39-vuotiaat",210
"Kauniainen","Ruotsi","Totalt","40-49-vuotiaat",365
"Kauniainen","Ruotsi","Totalt","50-64-vuotiaat",552
"Kauniainen","Ruotsi","Totalt","65-74-vuotiaat",325
"Kauniainen","Ruotsi","Totalt","75-84-vuotiaat",382
"Kauniainen","Ruotsi","Totalt","Yli 65-vuotiaat",870
"Kauniainen","Ruotsi","Totalt","Yli 75-vuotiaat",545
"Kauniainen","Ruotsi","Totalt","Yli 85-vuotiaat",163
"Kauniainen","Ruotsi","Män","Väestö yhteensä",1528
"Kauniainen","Ruotsi","Män","0-6-vuotiaat",117
"Kauniainen","Ruotsi","Män","7-12-vuotiaat",136
"Kauniainen","Ruotsi","Män","13-15-vuotiaat",76
"Kauniainen","Ruotsi","Män","16-18-vuotiaat",94
"Kauniainen","Ruotsi","Män","19-vuotiaat",25
"Kauniainen","Ruotsi","Män","20-29-vuotiaat",110
"Kauniainen","Ruotsi","Män","30-39-vuotiaat",99
"Kauniainen","Ruotsi","Män","40-49-vuotiaat",200
"Kauniainen","Ruotsi","Män","50-64-vuotiaat",280
"Kauniainen","Ruotsi","Män","65-74-vuotiaat",161
"Kauniainen","Ruotsi","Män","75-84-vuotiaat",168
"Kauniainen","Ruotsi","Män","Yli 65-vuotiaat",391
"Kauniainen","Ruotsi","Män","Yli 75-vuotiaat",230
"Kauniainen","Ruotsi","Män","Yli 85-vuotiaat",62
"Kauniainen","Ruotsi","Kvinnor","Väestö yhteensä",1596
"Kauniainen","Ruotsi","Kvinnor","0-6-vuotiaat",119
"Kauniainen","Ruotsi","Kvinnor","7-12-vuotiaat",150
"Kauniainen","Ruotsi","Kvinnor","13-15-vuotiaat",91
"Kauniainen","Ruotsi","Kvinnor","16-18-vuotiaat",86
"Kauniainen","Ruotsi","Kvinnor","19-vuotiaat",26
"Kauniainen","Ruotsi","Kvinnor","20-29-vuotiaat",97
"Kauniainen","Ruotsi","Kvinnor","30-39-vuotiaat",111
"Kauniainen","Ruotsi","Kvinnor","40-49-vuotiaat",165
"Kauniainen","Ruotsi","Kvinnor","50-64-vuotiaat",272
"Kauniainen","Ruotsi","Kvinnor","65-74-vuotiaat",164
"Kauniainen","Ruotsi","Kvinnor","75-84-vuotiaat",214
"Kauniainen","Ruotsi","Kvinnor","Yli 65-vuotiaat",479
"Kauniainen","Ruotsi","Kvinnor","Yli 75-vuotiaat",315
"Kauniainen","Ruotsi","Kvinnor","Yli 85-vuotiaat",101
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Totalt","Väestö yhteensä",1113
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Totalt","0-6-vuotiaat",87
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Totalt","7-12-vuotiaat",99
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Totalt","13-15-vuotiaat",55
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Totalt","16-18-vuotiaat",53
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Totalt","19-vuotiaat",18
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Totalt","20-29-vuotiaat",133
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Totalt","30-39-vuotiaat",255
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Totalt","40-49-vuotiaat",215
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Totalt","50-64-vuotiaat",156
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Totalt","65-74-vuotiaat",22
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Totalt","75-84-vuotiaat",15
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 65-vuotiaat",42
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 75-vuotiaat",20
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 85-vuotiaat",5
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Män","Väestö yhteensä",540
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Män","0-6-vuotiaat",36
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Män","7-12-vuotiaat",54
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Män","13-15-vuotiaat",24
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Män","16-18-vuotiaat",24
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Män","19-vuotiaat",14
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Män","20-29-vuotiaat",64
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Män","30-39-vuotiaat",128
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Män","40-49-vuotiaat",116
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Män","50-64-vuotiaat",64
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Män","65-74-vuotiaat",8
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Män","75-84-vuotiaat",7
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Män","Yli 65-vuotiaat",16
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Män","Yli 75-vuotiaat",8
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Män","Yli 85-vuotiaat",1
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Väestö yhteensä",573
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","0-6-vuotiaat",51
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","7-12-vuotiaat",45
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","13-15-vuotiaat",31
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","16-18-vuotiaat",29
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","19-vuotiaat",4
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","20-29-vuotiaat",69
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","30-39-vuotiaat",127
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","40-49-vuotiaat",99
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","50-64-vuotiaat",92
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","65-74-vuotiaat",14
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","75-84-vuotiaat",8
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 65-vuotiaat",26
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 75-vuotiaat",12
"Kauniainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 85-vuotiaat",4
"Askola","Totalt","Totalt","Väestö yhteensä",4700
"Askola","Totalt","Totalt","0-6-vuotiaat",274
"Askola","Totalt","Totalt","7-12-vuotiaat",385
"Askola","Totalt","Totalt","13-15-vuotiaat",226
"Askola","Totalt","Totalt","16-18-vuotiaat",163
"Askola","Totalt","Totalt","19-vuotiaat",44
"Askola","Totalt","Totalt","20-29-vuotiaat",331
"Askola","Totalt","Totalt","30-39-vuotiaat",542
"Askola","Totalt","Totalt","40-49-vuotiaat",676
"Askola","Totalt","Totalt","50-64-vuotiaat",1004
"Askola","Totalt","Totalt","65-74-vuotiaat",589
"Askola","Totalt","Totalt","75-84-vuotiaat",351
"Askola","Totalt","Totalt","Yli 65-vuotiaat",1055
"Askola","Totalt","Totalt","Yli 75-vuotiaat",466
"Askola","Totalt","Totalt","Yli 85-vuotiaat",115
"Askola","Totalt","Män","Väestö yhteensä",2370
"Askola","Totalt","Män","0-6-vuotiaat",127
"Askola","Totalt","Män","7-12-vuotiaat",180
"Askola","Totalt","Män","13-15-vuotiaat",131
"Askola","Totalt","Män","16-18-vuotiaat",78
"Askola","Totalt","Män","19-vuotiaat",26
"Askola","Totalt","Män","20-29-vuotiaat",171
"Askola","Totalt","Män","30-39-vuotiaat",282
"Askola","Totalt","Män","40-49-vuotiaat",344
"Askola","Totalt","Män","50-64-vuotiaat",540
"Askola","Totalt","Män","65-74-vuotiaat",279
"Askola","Totalt","Män","75-84-vuotiaat",172
"Askola","Totalt","Män","Yli 65-vuotiaat",491
"Askola","Totalt","Män","Yli 75-vuotiaat",212
"Askola","Totalt","Män","Yli 85-vuotiaat",40
"Askola","Totalt","Kvinnor","Väestö yhteensä",2330
"Askola","Totalt","Kvinnor","0-6-vuotiaat",147
"Askola","Totalt","Kvinnor","7-12-vuotiaat",205
"Askola","Totalt","Kvinnor","13-15-vuotiaat",95
"Askola","Totalt","Kvinnor","16-18-vuotiaat",85
"Askola","Totalt","Kvinnor","19-vuotiaat",18
"Askola","Totalt","Kvinnor","20-29-vuotiaat",160
"Askola","Totalt","Kvinnor","30-39-vuotiaat",260
"Askola","Totalt","Kvinnor","40-49-vuotiaat",332
"Askola","Totalt","Kvinnor","50-64-vuotiaat",464
"Askola","Totalt","Kvinnor","65-74-vuotiaat",310
"Askola","Totalt","Kvinnor","75-84-vuotiaat",179
"Askola","Totalt","Kvinnor","Yli 65-vuotiaat",564
"Askola","Totalt","Kvinnor","Yli 75-vuotiaat",254
"Askola","Totalt","Kvinnor","Yli 85-vuotiaat",75
"Askola","Suomi ja saame","Totalt","Väestö yhteensä",4336
"Askola","Suomi ja saame","Totalt","0-6-vuotiaat",257
"Askola","Suomi ja saame","Totalt","7-12-vuotiaat",369
"Askola","Suomi ja saame","Totalt","13-15-vuotiaat",211
"Askola","Suomi ja saame","Totalt","16-18-vuotiaat",144
"Askola","Suomi ja saame","Totalt","19-vuotiaat",41
"Askola","Suomi ja saame","Totalt","20-29-vuotiaat",295
"Askola","Suomi ja saame","Totalt","30-39-vuotiaat",477
"Askola","Suomi ja saame","Totalt","40-49-vuotiaat",608
"Askola","Suomi ja saame","Totalt","50-64-vuotiaat",926
"Askola","Suomi ja saame","Totalt","65-74-vuotiaat",558
